"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genSYMBOL","ENTREZID","GENENAME"
"ENSG00000211788",20.8176009328132,2.48289208928041,0.706418191080636,3.51476238951637,0.000440147614480785,0.0648924299616171,"TRAV13-1",NA,"TRAV13-1"
"ENSG00000211789",19.4461819158932,2.76353780492898,0.780852830832352,3.53912759973372,0.000401451752398123,0.0623024947669086,"TRAV12-2",NA,"TRAV12-2"
"ENSG00000211795",18.0199498676988,2.89319603355667,0.784562342396628,3.687656005409,0.000226329334611656,0.0469882081256674,"TRAV8-6",NA,"TRAV8-6"
"ENSG00000211809",6.27973691730709,3.63127087802011,0.956755379897035,3.79540157737174,0.000147404664972788,0.0376137019139217,"TRAV27",NA,"TRAV27"
"ENSG00000211810",11.6415599032248,2.99941455642472,0.872292882992632,3.43854067241089,0.000584858672568635,0.0772188032468978,"TRAV29DV5",NA,"TRAV29DV5"
"ENSG00000211812",4.30619730823371,3.53072293354927,1.0349366736125,3.41153524033997,0.000645981506270486,0.081246716651214,"TRAV26-2",NA,"TRAV26-2"
"ENSG00000229164",1842.04850887541,1.84253863970221,0.500232872455388,3.68336177240438,0.000230178124061224,0.0469882081256674,NA,NA,NA
"ENSG00000259078",15.2543909352748,2.69293534512527,0.772312303033308,3.48684765806343,0.00048874967775003,0.0701104808007043,"PTBP1P",NA,"PTBP1P"
"ENSG00000187621",48.5514539550326,2.806567107915,0.819855464021951,3.42324620750452,0.000618780035766279,0.079329394150558,"TCL6",27004,"TCL6"
"ENSG00000211890",10442.0805425972,3.14043217581769,0.796951650274758,3.94055545870943,8.12931532040129e-05,0.0287647693297079,"IGHA2",NA,"IGHA2"
"ENSG00000211892",12786.8200210013,3.88167000348715,0.788702305409408,4.92159079143583,8.58435614257831e-07,0.00284764554139679,"IGHG4",NA,"IGHG4"
"ENSG00000253701",71.9244938848935,4.07140455219413,1.06660756817271,3.81715325644011,0.000135000319299292,0.0361882674097437,"AL928768.3",NA,"AL928768.3"
"ENSG00000211895",90719.4810421212,3.30817385786487,0.970519486258178,3.40866299410379,0.000652820728182366,0.0813359459366367,"IGHA1",NA,"IGHA1"
"ENSG00000211896",199509.078187724,4.27451329482217,1.01191427284542,4.22418519980215,2.39806792039159e-05,0.0150328932463473,"IGHG1",NA,"IGHG1"
